roc_auc,std,params,model__grow_policy,model__learning_rate,model__max_depth,model__min_child_samples,model__reg_lambda,model__subsample
0.8625817770417827,0.0038730840090099353,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.05, 'model__max_depth': 15, 'model__min_child_samples': 25, 'model__reg_lambda': 99.90422025676848, 'model__subsample': 0.9}",Lossguide,0.05,15,25,99.90422025676848,0.9
0.862567887319002,0.003487254818201225,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.3, 'model__max_depth': 15, 'model__min_child_samples': 10, 'model__reg_lambda': 78.7585041501298, 'model__subsample': 0.7}",Depthwise,0.3,15,10,78.7585041501298,0.7
0.8625527716044099,0.0036368318872053353,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__min_child_samples': 75, 'model__reg_lambda': 52.26520499792717, 'model__subsample': 0.7}",Lossguide,0.3,3,75,52.26520499792717,0.7
0.8625359564480636,0.0037794525051688915,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.1, 'model__max_depth': 15, 'model__min_child_samples': 150, 'model__reg_lambda': 99.02104689688504, 'model__subsample': 0.7}",SymmetricTree,0.1,15,150,99.02104689688504,0.7
0.8623421834220091,0.0035641880247946566,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_samples': 150, 'model__reg_lambda': 74.63815670427736, 'model__subsample': 0.6}",Lossguide,0.1,3,150,74.63815670427736,0.6
0.8622308905563761,0.003501033892663233,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__min_child_samples': 150, 'model__reg_lambda': 77.07376607642196, 'model__subsample': 0.7}",SymmetricTree,0.1,4,150,77.07376607642196,0.7
0.8621344649368577,0.003937653017748404,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 8, 'model__min_child_samples': 50, 'model__reg_lambda': 39.043408569272565, 'model__subsample': 0.7}",Depthwise,0.03,8,50,39.043408569272565,0.7
0.862123682220169,0.0035085602331218968,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.1, 'model__max_depth': 4, 'model__min_child_samples': 150, 'model__reg_lambda': 94.26216007747182, 'model__subsample': 0.7}",SymmetricTree,0.1,4,150,94.26216007747182,0.7
0.862083371821375,0.004061468161768692,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 10, 'model__min_child_samples': 150, 'model__reg_lambda': 44.47783107937918, 'model__subsample': 0.8}",Depthwise,0.03,10,150,44.47783107937918,0.8
0.8620643223690527,0.0037117918888691648,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 8, 'model__min_child_samples': 25, 'model__reg_lambda': 48.04260116075072, 'model__subsample': 0.6}",Depthwise,0.03,8,25,48.04260116075072,0.6
0.8620487603757386,0.003824558495642872,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.3, 'model__max_depth': 3, 'model__min_child_samples': 150, 'model__reg_lambda': 62.44358318747338, 'model__subsample': 0.8}",Depthwise,0.3,3,150,62.44358318747338,0.8
0.8620166740592554,0.0037516371825471397,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__min_child_samples': 150, 'model__reg_lambda': 0.41159846401135525, 'model__subsample': 1.0}",Depthwise,0.1,10,150,0.41159846401135525,1.0
0.8619758471727336,0.0037233899837940425,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_samples': 50, 'model__reg_lambda': 65.36622293401676, 'model__subsample': 0.7}",Depthwise,0.1,3,50,65.36622293401676,0.7
0.861835246287237,0.003579168341935093,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.1, 'model__max_depth': 3, 'model__min_child_samples': 75, 'model__reg_lambda': 92.10992399955265, 'model__subsample': 1.0}",Depthwise,0.1,3,75,92.10992399955265,1.0
0.8618152013636424,0.004315557487353186,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 12, 'model__min_child_samples': 150, 'model__reg_lambda': 68.22816825343644, 'model__subsample': 0.6}",Depthwise,0.03,12,150,68.22816825343644,0.6
0.8614744253164833,0.0033534886719088558,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.1, 'model__max_depth': 10, 'model__min_child_samples': 75, 'model__reg_lambda': 0.4828441756513513, 'model__subsample': 0.8}",Depthwise,0.1,10,75,0.4828441756513513,0.8
0.8613442521084924,0.0039209313746380176,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 12, 'model__min_child_samples': 150, 'model__reg_lambda': 89.19113562890485, 'model__subsample': 0.7}",Depthwise,0.03,12,150,89.19113562890485,0.7
0.8613111099245234,0.003779756612333454,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 8, 'model__min_child_samples': 150, 'model__reg_lambda': 84.22600342423165, 'model__subsample': 1.0}",Depthwise,0.03,8,150,84.22600342423165,1.0
0.8612058275295981,0.003970126527525039,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 15, 'model__min_child_samples': 150, 'model__reg_lambda': 82.05074734572418, 'model__subsample': 0.7}",Depthwise,0.03,15,150,82.05074734572418,0.7
0.8611633263760201,0.0031635692175419785,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.2, 'model__max_depth': 15, 'model__min_child_samples': 75, 'model__reg_lambda': 46.1300957172967, 'model__subsample': 1.0}",SymmetricTree,0.2,15,75,46.1300957172967,1.0
0.8610945385394377,0.00439716911768523,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 15, 'model__min_child_samples': 150, 'model__reg_lambda': 84.92571230135385, 'model__subsample': 0.7}",Depthwise,0.03,15,150,84.92571230135385,0.7
0.8610500437766035,0.004431176793965756,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 12, 'model__min_child_samples': 150, 'model__reg_lambda': 95.71778926617264, 'model__subsample': 0.8}",Depthwise,0.03,12,150,95.71778926617264,0.8
0.8609841702472247,0.004091978237980843,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__min_child_samples': 50, 'model__reg_lambda': 92.65366322180725, 'model__subsample': 0.6}",Depthwise,0.03,6,50,92.65366322180725,0.6
0.8609804485955618,0.003704730716745029,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.3, 'model__max_depth': 7, 'model__min_child_samples': 10, 'model__reg_lambda': 3.3826409849052053, 'model__subsample': 0.7}",Depthwise,0.3,7,10,3.3826409849052053,0.7
0.8608931495935008,0.003757463269412767,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 6, 'model__min_child_samples': 50, 'model__reg_lambda': 70.28021307836786, 'model__subsample': 0.8}",Depthwise,0.03,6,50,70.28021307836786,0.8
0.8606775816178833,0.003606668074148906,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.3, 'model__max_depth': 14, 'model__min_child_samples': 25, 'model__reg_lambda': 49.63500824294812, 'model__subsample': 0.9}",SymmetricTree,0.3,14,25,49.63500824294812,0.9
0.8605827386427048,0.004356072831429364,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.03, 'model__max_depth': 10, 'model__min_child_samples': 75, 'model__reg_lambda': 10.513834855836656, 'model__subsample': 0.6}",Lossguide,0.03,10,75,10.513834855836656,0.6
0.8596044520622088,0.004169859933723176,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 11, 'model__min_child_samples': 150, 'model__reg_lambda': 13.545015360886318, 'model__subsample': 0.7}",Depthwise,0.01,11,150,13.545015360886318,0.7
0.8591105431308577,0.004079942565593815,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 11, 'model__min_child_samples': 25, 'model__reg_lambda': 20.758009621410146, 'model__subsample': 1.0}",Depthwise,0.01,11,25,20.758009621410146,1.0
0.8589346047998966,0.004066280642905316,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_samples': 50, 'model__reg_lambda': 34.71884408681585, 'model__subsample': 0.8}",Depthwise,0.01,9,50,34.71884408681585,0.8
0.8588502082283546,0.004260571377013675,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 13, 'model__min_child_samples': 10, 'model__reg_lambda': 28.935344586777706, 'model__subsample': 0.7}",Depthwise,0.01,13,10,28.935344586777706,0.7
0.858627813388904,0.0039331997534957485,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 15, 'model__min_child_samples': 25, 'model__reg_lambda': 31.3232142937541, 'model__subsample': 1.0}",Depthwise,0.01,15,25,31.3232142937541,1.0
0.85847822356109,0.003496985967403642,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 7, 'model__min_child_samples': 75, 'model__reg_lambda': 18.933342815492693, 'model__subsample': 0.7}",Depthwise,0.01,7,75,18.933342815492693,0.7
0.8582855730024045,0.004201083594576464,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 7, 'model__min_child_samples': 25, 'model__reg_lambda': 4.344101744024291, 'model__subsample': 1.0}",Depthwise,0.005,7,25,4.344101744024291,1.0
0.8582629553954637,0.003971213019864285,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_samples': 10, 'model__reg_lambda': 24.623097586717428, 'model__subsample': 0.7}",Depthwise,0.03,3,10,24.623097586717428,0.7
0.8580036783922045,0.0038375516121751437,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_samples': 150, 'model__reg_lambda': 68.5920936735547, 'model__subsample': 1.0}",Lossguide,0.03,3,150,68.5920936735547,1.0
0.8579680142282108,0.003872085939693676,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__min_child_samples': 25, 'model__reg_lambda': 58.259616143478354, 'model__subsample': 0.7}",Depthwise,0.01,8,25,58.259616143478354,0.7
0.8579584303553396,0.0034322021626845027,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.01, 'model__max_depth': 13, 'model__min_child_samples': 10, 'model__reg_lambda': 39.181599934365906, 'model__subsample': 1.0}",SymmetricTree,0.01,13,10,39.181599934365906,1.0
0.8578480272132536,0.004102414503677038,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.03, 'model__max_depth': 3, 'model__min_child_samples': 150, 'model__reg_lambda': 52.183861935241666, 'model__subsample': 0.9}",Depthwise,0.03,3,150,52.183861935241666,0.9
0.8576743298667123,0.003845328256317227,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 9, 'model__min_child_samples': 50, 'model__reg_lambda': 71.97399760273711, 'model__subsample': 0.7}",Depthwise,0.01,9,50,71.97399760273711,0.7
0.8576277647975878,0.003647662700398201,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.01, 'model__max_depth': 11, 'model__min_child_samples': 75, 'model__reg_lambda': 60.459198388201635, 'model__subsample': 0.7}",SymmetricTree,0.01,11,75,60.459198388201635,0.7
0.8574980232047391,0.0038112001331037622,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 9, 'model__min_child_samples': 25, 'model__reg_lambda': 46.14419082224724, 'model__subsample': 0.7}",Depthwise,0.005,9,25,46.14419082224724,0.7
0.8571761329623255,0.0039483079790336075,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 12, 'model__min_child_samples': 150, 'model__reg_lambda': 54.18897279907118, 'model__subsample': 0.8}",Depthwise,0.01,12,150,54.18897279907118,0.8
0.8569638415917238,0.003857690095874445,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.01, 'model__max_depth': 16, 'model__min_child_samples': 10, 'model__reg_lambda': 59.649425034334115, 'model__subsample': 0.9}",SymmetricTree,0.01,16,10,59.649425034334115,0.9
0.8567907200706071,0.00398919848510543,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 13, 'model__min_child_samples': 50, 'model__reg_lambda': 35.01694591674049, 'model__subsample': 1.0}",Depthwise,0.005,13,50,35.01694591674049,1.0
0.8567724473783429,0.003785190528594125,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 7, 'model__min_child_samples': 150, 'model__reg_lambda': 47.767351730112864, 'model__subsample': 0.6}",Depthwise,0.005,7,150,47.767351730112864,0.6
0.8566885776925031,0.0039684710654572745,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 8, 'model__min_child_samples': 150, 'model__reg_lambda': 59.19538659906376, 'model__subsample': 0.8}",Depthwise,0.005,8,150,59.19538659906376,0.8
0.8565847350963157,0.0035932909119457384,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 5, 'model__min_child_samples': 150, 'model__reg_lambda': 46.51601040366058, 'model__subsample': 0.7}",Depthwise,0.005,5,150,46.51601040366058,0.7
0.8565462118617674,0.0038600564076763,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 7, 'model__min_child_samples': 75, 'model__reg_lambda': 57.4089174986657, 'model__subsample': 0.7}",Depthwise,0.005,7,75,57.4089174986657,0.7
0.8564105547274277,0.0038139623387076537,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 9, 'model__min_child_samples': 150, 'model__reg_lambda': 60.47907959353276, 'model__subsample': 0.6}",Depthwise,0.005,9,150,60.47907959353276,0.6
0.8563020078277226,0.002915924727621493,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.01, 'model__max_depth': 5, 'model__min_child_samples': 10, 'model__reg_lambda': 75.81893204942637, 'model__subsample': 0.6}",SymmetricTree,0.01,5,10,75.81893204942637,0.6
0.8562954350197801,0.003467897037889139,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 13, 'model__min_child_samples': 150, 'model__reg_lambda': 96.2953168400604, 'model__subsample': 1.0}",Depthwise,0.01,13,150,96.2953168400604,1.0
0.8562643178457512,0.0033708717348475987,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 4, 'model__min_child_samples': 150, 'model__reg_lambda': 88.32859757925165, 'model__subsample': 0.7}",Depthwise,0.01,4,150,88.32859757925165,0.7
0.8561450051208517,0.0038943206392786345,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 10, 'model__min_child_samples': 50, 'model__reg_lambda': 67.57899550726103, 'model__subsample': 0.6}",Depthwise,0.005,10,50,67.57899550726103,0.6
0.8558430640340056,0.004036538957878578,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 7, 'model__min_child_samples': 25, 'model__reg_lambda': 88.34340568932645, 'model__subsample': 1.0}",Depthwise,0.005,7,25,88.34340568932645,1.0
0.8557874600115547,0.0035803426005307708,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 7, 'model__min_child_samples': 75, 'model__reg_lambda': 99.03082265581644, 'model__subsample': 1.0}",Depthwise,0.005,7,75,99.03082265581644,1.0
0.8555894054845672,0.004065425862605275,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.01, 'model__max_depth': 8, 'model__min_child_samples': 150, 'model__reg_lambda': 27.574444840384203, 'model__subsample': 0.8}",Lossguide,0.01,8,150,27.574444840384203,0.8
0.8555623791531188,0.004103630548736403,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 14, 'model__min_child_samples': 150, 'model__reg_lambda': 97.78858269554095, 'model__subsample': 0.8}",Depthwise,0.01,14,150,97.78858269554095,0.8
0.8552839381155062,0.003315000941428149,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.01, 'model__max_depth': 3, 'model__min_child_samples': 150, 'model__reg_lambda': 69.63652433779485, 'model__subsample': 0.6}",Depthwise,0.01,3,150,69.63652433779485,0.6
0.8551427750974497,0.0035308567319080985,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.01, 'model__max_depth': 10, 'model__min_child_samples': 150, 'model__reg_lambda': 67.03316685632463, 'model__subsample': 0.7}",Lossguide,0.01,10,150,67.03316685632463,0.7
0.854990033421565,0.0029945260978350924,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.005, 'model__max_depth': 6, 'model__min_child_samples': 150, 'model__reg_lambda': 91.52273149259452, 'model__subsample': 0.7}",SymmetricTree,0.005,6,150,91.52273149259452,0.7
0.8549237657465977,0.0031578705032610783,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.005, 'model__max_depth': 12, 'model__min_child_samples': 150, 'model__reg_lambda': 78.76177778566337, 'model__subsample': 0.7}",Lossguide,0.005,12,150,78.76177778566337,0.7
0.8547387566821996,0.004261813718431224,"{'model__grow_policy': 'Depthwise', 'model__learning_rate': 0.005, 'model__max_depth': 13, 'model__min_child_samples': 10, 'model__reg_lambda': 83.19425109788808, 'model__subsample': 1.0}",Depthwise,0.005,13,10,83.19425109788808,1.0
0.8545218729951654,0.003526784911977953,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.005, 'model__max_depth': 15, 'model__min_child_samples': 150, 'model__reg_lambda': 80.40300401569871, 'model__subsample': 0.7}",Lossguide,0.005,15,150,80.40300401569871,0.7
0.8542677452236618,0.0040496071539274725,"{'model__grow_policy': 'SymmetricTree', 'model__learning_rate': 0.005, 'model__max_depth': 13, 'model__min_child_samples': 75, 'model__reg_lambda': 95.08170011833312, 'model__subsample': 0.6}",SymmetricTree,0.005,13,75,95.08170011833312,0.6
0.8541042141653463,0.003176788566897146,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.005, 'model__max_depth': 14, 'model__min_child_samples': 75, 'model__reg_lambda': 99.98547060634128, 'model__subsample': 0.7}",Lossguide,0.005,14,75,99.98547060634128,0.7
0.8536183036435574,0.003976579276759846,"{'model__grow_policy': 'Lossguide', 'model__learning_rate': 0.005, 'model__max_depth': 10, 'model__min_child_samples': 25, 'model__reg_lambda': 16.915849950611687, 'model__subsample': 0.9}",Lossguide,0.005,10,25,16.915849950611687,0.9
