roc_auc,std,params,model__ccp_alpha,model__criterion,model__learning_rate,model__loss,model__max_depth,model__max_features,model__min_samples_leaf,model__n_iter_no_change,model__subsample
0.843789258984355,0.005416336431833188,"{'model__ccp_alpha': 0.004067793754145263, 'model__criterion': 'squared_error', 'model__learning_rate': 0.3, 'model__loss': 'exponential', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.004067793754145263,squared_error,0.3,exponential,7,,75,25,0.7
0.8437467401352648,0.004696829407968352,"{'model__ccp_alpha': 0.0002801540241709723, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 27, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.0002801540241709723,squared_error,0.03,log_loss,27,,75,50,0.7
0.8434216503134386,0.005107342467638617,"{'model__ccp_alpha': 0.0033028793618806365, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.3, 'model__loss': 'exponential', 'model__max_depth': 16, 'model__max_features': 'auto', 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 10, 'model__subsample': 0.9}",0.0033028793618806365,friedman_mse,0.3,exponential,16,auto,50,10,0.9
0.8433398330447439,0.005416496696046143,"{'model__ccp_alpha': 0.004071745924462149, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'exponential', 'model__max_depth': 13, 'model__max_features': 'auto', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 5, 'model__subsample': 1.0}",0.004071745924462149,squared_error,0.01,exponential,13,auto,25,5,1.0
0.8432359070877193,0.004252007170678833,"{'model__ccp_alpha': 0.0012394993400323953, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 9, 'model__max_features': 'log2', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.0012394993400323953,friedman_mse,0.005,log_loss,9,log2,25,25,0.7
0.8430413015628296,0.005122010954665757,"{'model__ccp_alpha': 0.006980807516241801, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.01, 'model__loss': 'exponential', 'model__max_depth': 4, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.006980807516241801,friedman_mse,0.01,exponential,4,,10,50,0.7
0.8427464220706675,0.005528101270696192,"{'model__ccp_alpha': 0.008206399374583066, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'exponential', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.008206399374583066,squared_error,0.03,exponential,7,,50,25,0.7
0.8426754142792969,0.004957324700797681,"{'model__ccp_alpha': 0.0006091590957884279, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.0006091590957884279,squared_error,0.03,deviance,28,,75,50,0.7
0.842570035265695,0.005786001634700673,"{'model__ccp_alpha': 0.004072207224827349, 'model__criterion': 'squared_error', 'model__learning_rate': 0.3, 'model__loss': 'exponential', 'model__max_depth': 6, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 10, 'model__subsample': 0.9}",0.004072207224827349,squared_error,0.3,exponential,6,auto,75,10,0.9
0.8424626537423471,0.005393249085947655,"{'model__ccp_alpha': 0.008535607570016595, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'exponential', 'model__max_depth': 25, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 50, 'model__subsample': 0.6}",0.008535607570016595,squared_error,0.03,exponential,25,,10,50,0.6
0.8422719266661796,0.005455630997870424,"{'model__ccp_alpha': 0.008360935222162368, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'exponential', 'model__max_depth': 20, 'model__max_features': 'auto', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 15, 'model__subsample': 0.9}",0.008360935222162368,friedman_mse,0.03,exponential,20,auto,100,15,0.9
0.8421728477567146,0.005424627240578175,"{'model__ccp_alpha': 0.00885134946858946, 'model__criterion': 'squared_error', 'model__learning_rate': 0.1, 'model__loss': 'exponential', 'model__max_depth': 12, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.00885134946858946,squared_error,0.1,exponential,12,,75,50,0.7
0.8418949711296915,0.005558204422993806,"{'model__ccp_alpha': 0.003822571141178054, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'exponential', 'model__max_depth': 7, 'model__max_features': 'auto', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 10, 'model__subsample': 0.6}",0.003822571141178054,squared_error,0.005,exponential,7,auto,100,10,0.6
0.8415504215079113,0.005478124460266785,"{'model__ccp_alpha': 0.009556898494775427, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.01, 'model__loss': 'exponential', 'model__max_depth': 18, 'model__max_features': None, 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 5, 'model__subsample': 0.8}",0.009556898494775427,friedman_mse,0.01,exponential,18,,50,5,0.8
0.8413948864519698,0.0056920559223121595,"{'model__ccp_alpha': 0.009838702645971056, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.1, 'model__loss': 'exponential', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 10, 'model__subsample': 0.8}",0.009838702645971056,friedman_mse,0.1,exponential,28,,25,10,0.8
0.8413360211643128,0.005945430023820447,"{'model__ccp_alpha': 0.0031762786795695754, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'exponential', 'model__max_depth': 19, 'model__max_features': None, 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 25, 'model__subsample': 0.9}",0.0031762786795695754,squared_error,0.005,exponential,19,,150,25,0.9
0.8410046859107672,0.005790486598357433,"{'model__ccp_alpha': 0.00507572027246472, 'model__criterion': 'squared_error', 'model__learning_rate': 0.3, 'model__loss': 'exponential', 'model__max_depth': 5, 'model__max_features': None, 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 5, 'model__subsample': 0.6}",0.00507572027246472,squared_error,0.3,exponential,5,,25,5,0.6
0.840362595049586,0.006090689571005073,"{'model__ccp_alpha': 0.009116372109742647, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.005, 'model__loss': 'exponential', 'model__max_depth': 28, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.6}",0.009116372109742647,friedman_mse,0.005,exponential,28,auto,75,25,0.6
0.8371755830083994,0.004056449142396982,"{'model__ccp_alpha': 0.0006710815711671282, 'model__criterion': 'squared_error', 'model__learning_rate': 0.05, 'model__loss': 'deviance', 'model__max_depth': 29, 'model__max_features': None, 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 50, 'model__subsample': 1.0}",0.0006710815711671282,squared_error,0.05,deviance,29,,25,50,1.0
0.8366182590329071,0.004841621150805672,"{'model__ccp_alpha': 0.0009932623701511267, 'model__criterion': 'squared_error', 'model__learning_rate': 0.05, 'model__loss': 'deviance', 'model__max_depth': 14, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.0009932623701511267,squared_error,0.05,deviance,14,,75,50,0.7
0.8358619635098046,0.005120891196836683,"{'model__ccp_alpha': 0.000909296277833789, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 9, 'model__max_features': None, 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 50, 'model__subsample': 1.0}",0.000909296277833789,squared_error,0.03,deviance,9,,150,50,1.0
0.8354932075242889,0.005129221452418271,"{'model__ccp_alpha': 0.0010356045285395232, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 11, 'model__max_features': 'auto', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 10, 'model__subsample': 1.0}",0.0010356045285395232,friedman_mse,0.03,deviance,11,auto,25,10,1.0
0.8354078743379088,0.004204582303529482,"{'model__ccp_alpha': 0.0010507005545706528, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 4, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.0010507005545706528,friedman_mse,0.005,log_loss,4,,75,25,0.7
0.8352631938016127,0.005108465619466823,"{'model__ccp_alpha': 0.0023096977873410572, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'deviance', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 15, 'model__subsample': 0.9}",0.0023096977873410572,squared_error,0.005,deviance,24,sqrt,25,15,0.9
0.834875279965825,0.004834511247845276,"{'model__ccp_alpha': 0.0013777709553212118, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 12, 'model__max_features': 'auto', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 5, 'model__subsample': 0.6}",0.0013777709553212118,friedman_mse,0.03,log_loss,12,auto,100,5,0.6
0.8346974222062802,0.004624389422055041,"{'model__ccp_alpha': 0.0011696422683460117, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 24, 'model__max_features': 'auto', 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 15, 'model__subsample': 0.7}",0.0011696422683460117,squared_error,0.005,log_loss,24,auto,150,15,0.7
0.8343246199312757,0.005565792878887063,"{'model__ccp_alpha': 0.0015159534053975701, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'log_loss', 'model__max_depth': 25, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 10, 'model__subsample': 0.6}",0.0015159534053975701,squared_error,0.01,log_loss,25,,10,10,0.6
0.8341127448171072,0.005175067655013664,"{'model__ccp_alpha': 0.0018627909239314316, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.05, 'model__loss': 'log_loss', 'model__max_depth': 21, 'model__max_features': 'log2', 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 5, 'model__subsample': 0.7}",0.0018627909239314316,friedman_mse,0.05,log_loss,21,log2,50,5,0.7
0.8337224709283382,0.004967501325420143,"{'model__ccp_alpha': 0.001093146917689771, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.05, 'model__loss': 'deviance', 'model__max_depth': 24, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 50, 'model__subsample': 0.9}",0.001093146917689771,friedman_mse,0.05,deviance,24,,10,50,0.9
0.8329751977794226,0.005085505740419255,"{'model__ccp_alpha': 0.0015796647614804281, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 22, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 50, 'model__subsample': 0.8}",0.0015796647614804281,friedman_mse,0.03,deviance,22,auto,75,50,0.8
0.8328511288980573,0.005937468095928333,"{'model__ccp_alpha': 0.0015475790113456227, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'log_loss', 'model__max_depth': 7, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.9}",0.0015475790113456227,squared_error,0.01,log_loss,7,auto,75,25,0.9
0.8327257431416133,0.0058385558263069175,"{'model__ccp_alpha': 0.0013150181243497794, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 8, 'model__max_features': None, 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 5, 'model__subsample': 1.0}",0.0013150181243497794,squared_error,0.03,log_loss,8,,150,5,1.0
0.8307765413121967,0.004239669496467314,"{'model__ccp_alpha': 0.0017736345976400137, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.05, 'model__loss': 'deviance', 'model__max_depth': 4, 'model__max_features': 'auto', 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 50, 'model__subsample': 0.6}",0.0017736345976400137,friedman_mse,0.05,deviance,4,auto,50,50,0.6
0.82952522558896,0.005113682146395054,"{'model__ccp_alpha': 0.0019421328431066453, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 3, 'model__max_features': None, 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 15, 'model__subsample': 0.7}",0.0019421328431066453,squared_error,0.03,deviance,3,,100,15,0.7
0.8261235118577673,0.006082851474455755,"{'model__ccp_alpha': 0.0029537342565094217, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 29, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 25, 'model__subsample': 1.0}",0.0029537342565094217,squared_error,0.005,log_loss,29,log2,10,25,1.0
0.8253179759535285,0.003679767449520472,"{'model__ccp_alpha': 0.0025384885848280143, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 13, 'model__max_features': 'log2', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 10, 'model__subsample': 1.0}",0.0025384885848280143,squared_error,0.03,deviance,13,log2,75,10,1.0
0.8250330821513208,0.00543719562554595,"{'model__ccp_alpha': 0.0023789060677888198, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.01, 'model__loss': 'log_loss', 'model__max_depth': 18, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 15, 'model__subsample': 0.7}",0.0023789060677888198,friedman_mse,0.01,log_loss,18,,75,15,0.7
0.8213766745040794,0.009155452897376041,"{'model__ccp_alpha': 0.002757461749644406, 'model__criterion': 'squared_error', 'model__learning_rate': 0.05, 'model__loss': 'deviance', 'model__max_depth': 25, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.8}",0.002757461749644406,squared_error,0.05,deviance,25,sqrt,75,25,0.8
0.8196277970690075,0.009428882356431908,"{'model__ccp_alpha': 0.0037470613437631754, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 17, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 10, 'model__subsample': 0.6}",0.0037470613437631754,friedman_mse,0.005,log_loss,17,sqrt,100,10,0.6
0.8179527569859448,0.007452932250058604,"{'model__ccp_alpha': 0.002435370666189154, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 19, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 10, 'model__subsample': 1.0}",0.002435370666189154,squared_error,0.03,log_loss,19,auto,75,10,1.0
0.8169112259004055,0.007320592116361466,"{'model__ccp_alpha': 0.003370272069648402, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 21, 'model__max_features': 'log2', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 15, 'model__subsample': 0.8}",0.003370272069648402,friedman_mse,0.03,log_loss,21,log2,25,15,0.8
0.8151244993208355,0.008297263436016781,"{'model__ccp_alpha': 0.003244674726816964, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 15, 'model__subsample': 0.7}",0.003244674726816964,squared_error,0.03,deviance,7,sqrt,100,15,0.7
0.8146212698750469,0.009048892704566535,"{'model__ccp_alpha': 0.0034369431623606545, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 17, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 5, 'model__subsample': 0.7}",0.0034369431623606545,squared_error,0.03,deviance,17,sqrt,75,5,0.7
0.8088158829766037,0.012459484362632002,"{'model__ccp_alpha': 0.0028902983743910584, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 20, 'model__max_features': 'auto', 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.0028902983743910584,squared_error,0.005,log_loss,20,auto,50,50,0.7
0.7940221606171032,0.008298184192241223,"{'model__ccp_alpha': 0.002372954012989116, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.3, 'model__loss': 'deviance', 'model__max_depth': 11, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 50, 'model__subsample': 0.6}",0.002372954012989116,friedman_mse,0.3,deviance,11,auto,75,50,0.6
0.777952181296502,0.018825900179482283,"{'model__ccp_alpha': 0.002438506203328104, 'model__criterion': 'squared_error', 'model__learning_rate': 0.3, 'model__loss': 'deviance', 'model__max_depth': 22, 'model__max_features': 'log2', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 50, 'model__subsample': 0.7}",0.002438506203328104,squared_error,0.3,deviance,22,log2,25,50,0.7
0.7076524113872569,0.008387790961353473,"{'model__ccp_alpha': 0.004580116557454318, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 14, 'model__max_features': 'log2', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.6}",0.004580116557454318,squared_error,0.03,deviance,14,log2,75,25,0.6
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.005222226961020195, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 6, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 50, 'model__n_iter_no_change': 15, 'model__subsample': 1.0}",0.005222226961020195,squared_error,0.03,deviance,6,sqrt,50,15,1.0
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.005249140743460192, 'model__criterion': 'squared_error', 'model__learning_rate': 0.2, 'model__loss': 'log_loss', 'model__max_depth': 16, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 15, 'model__subsample': 0.7}",0.005249140743460192,squared_error,0.2,log_loss,16,sqrt,10,15,0.7
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.006382394864457326, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 7, 'model__max_features': None, 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.006382394864457326,squared_error,0.03,log_loss,7,,75,25,0.7
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.005809383848991018, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.05, 'model__loss': 'log_loss', 'model__max_depth': 21, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 15, 'model__subsample': 0.8}",0.005809383848991018,friedman_mse,0.05,log_loss,21,sqrt,75,15,0.8
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.004471555639942572, 'model__criterion': 'squared_error', 'model__learning_rate': 0.1, 'model__loss': 'log_loss', 'model__max_depth': 3, 'model__max_features': None, 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 25, 'model__subsample': 1.0}",0.004471555639942572,squared_error,0.1,log_loss,3,,150,25,1.0
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.0046156293437072575, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 20, 'model__max_features': None, 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.0046156293437072575,squared_error,0.005,log_loss,20,,25,25,0.7
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.00561584097701274, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 29, 'model__max_features': 'log2', 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.00561584097701274,squared_error,0.03,deviance,29,log2,10,25,0.7
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.004882588779048241, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 5, 'model__max_features': 'auto', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.004882588779048241,squared_error,0.03,log_loss,5,auto,75,25,0.7
0.6559201594880048,0.006815634345866463,"{'model__ccp_alpha': 0.006174663118126396, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.01, 'model__loss': 'deviance', 'model__max_depth': 3, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.8}",0.006174663118126396,friedman_mse,0.01,deviance,3,sqrt,75,25,0.8
0.6225387745936228,0.06140206380945472,"{'model__ccp_alpha': 0.007371495623958052, 'model__criterion': 'squared_error', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 28, 'model__max_features': None, 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 25, 'model__subsample': 0.9}",0.007371495623958052,squared_error,0.03,log_loss,28,,100,25,0.9
0.6225387745936228,0.06140206380945472,"{'model__ccp_alpha': 0.007014309025544474, 'model__criterion': 'squared_error', 'model__learning_rate': 0.3, 'model__loss': 'log_loss', 'model__max_depth': 3, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 5, 'model__subsample': 0.7}",0.007014309025544474,squared_error,0.3,log_loss,3,sqrt,10,5,0.7
0.6225387745936228,0.06140206380945472,"{'model__ccp_alpha': 0.007414907401919861, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'deviance', 'model__max_depth': 10, 'model__max_features': 'log2', 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 50, 'model__subsample': 0.8}",0.007414907401919861,squared_error,0.01,deviance,10,log2,150,50,0.8
0.5906464391766472,0.07405121532977729,"{'model__ccp_alpha': 0.007399824835804602, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'deviance', 'model__max_depth': 17, 'model__max_features': 'log2', 'model__min_samples_leaf': 75, 'model__n_iter_no_change': 25, 'model__subsample': 0.9}",0.007399824835804602,squared_error,0.01,deviance,17,log2,75,25,0.9
0.5,0.0,"{'model__ccp_alpha': 0.009053838268025393, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'log_loss', 'model__max_depth': 8, 'model__max_features': 'log2', 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 25, 'model__subsample': 0.7}",0.009053838268025393,squared_error,0.01,log_loss,8,log2,150,25,0.7
0.5,0.0,"{'model__ccp_alpha': 0.00796829365962392, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'deviance', 'model__max_depth': 24, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 15, 'model__subsample': 1.0}",0.00796829365962392,friedman_mse,0.03,deviance,24,sqrt,25,15,1.0
0.5,0.0,"{'model__ccp_alpha': 0.00881557281830534, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.03, 'model__loss': 'log_loss', 'model__max_depth': 7, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 15, 'model__subsample': 0.6}",0.00881557281830534,friedman_mse,0.03,log_loss,7,sqrt,100,15,0.6
0.5,0.0,"{'model__ccp_alpha': 0.00929645366919475, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.2, 'model__loss': 'log_loss', 'model__max_depth': 7, 'model__max_features': 'log2', 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 15, 'model__subsample': 0.9}",0.00929645366919475,friedman_mse,0.2,log_loss,7,log2,25,15,0.9
0.5,0.0,"{'model__ccp_alpha': 0.007821600535669769, 'model__criterion': 'squared_error', 'model__learning_rate': 0.01, 'model__loss': 'log_loss', 'model__max_depth': 6, 'model__max_features': None, 'model__min_samples_leaf': 10, 'model__n_iter_no_change': 5, 'model__subsample': 1.0}",0.007821600535669769,squared_error,0.01,log_loss,6,,10,5,1.0
0.5,0.0,"{'model__ccp_alpha': 0.009828094355608632, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.05, 'model__loss': 'deviance', 'model__max_depth': 19, 'model__max_features': 'sqrt', 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 15, 'model__subsample': 1.0}",0.009828094355608632,friedman_mse,0.05,deviance,19,sqrt,150,15,1.0
0.5,0.0,"{'model__ccp_alpha': 0.008749980645140158, 'model__criterion': 'friedman_mse', 'model__learning_rate': 0.1, 'model__loss': 'log_loss', 'model__max_depth': 18, 'model__max_features': 'log2', 'model__min_samples_leaf': 100, 'model__n_iter_no_change': 15, 'model__subsample': 0.8}",0.008749980645140158,friedman_mse,0.1,log_loss,18,log2,100,15,0.8
0.5,0.0,"{'model__ccp_alpha': 0.009925692392628428, 'model__criterion': 'squared_error', 'model__learning_rate': 0.3, 'model__loss': 'deviance', 'model__max_depth': 5, 'model__max_features': None, 'model__min_samples_leaf': 150, 'model__n_iter_no_change': 15, 'model__subsample': 0.6}",0.009925692392628428,squared_error,0.3,deviance,5,,150,15,0.6
0.5,0.0,"{'model__ccp_alpha': 0.007969061960034808, 'model__criterion': 'squared_error', 'model__learning_rate': 0.005, 'model__loss': 'log_loss', 'model__max_depth': 27, 'model__max_features': None, 'model__min_samples_leaf': 25, 'model__n_iter_no_change': 50, 'model__subsample': 1.0}",0.007969061960034808,squared_error,0.005,log_loss,27,,25,50,1.0
